symbol,expiry,strike,option_type,underlying_price,last_price,bid,ask,mid_price,implied_volatility,open_interest,volume,timestamp,maturity,source
NIFTY,2026-06-02,19700.0,call,24000.0,4341.761469735237,4243.207802458161,4405.876665969659,4324.54223421391,0.2283787695354376,7362,10195,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,19700.0,put,24000.0,0.05,0.05,0.2500000174515565,0.15000000872577823,0.2283787695354376,2110,19497,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,20200.0,call,24000.0,3845.0739102193543,3760.4133434931505,3889.916925111414,3825.1651343022822,0.220774523574321,93019,17127,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,20200.0,put,24000.0,0.05,0.05,0.2500007607328994,0.1500003803664497,0.220774523574321,93341,10975,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,20750.0,call,24000.0,3259.9892738797985,3226.9973832720016,3324.703346855863,3275.8503650639323,0.2133914989027982,56172,15691,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,20750.0,put,24000.0,0.0537620764232347,0.05,0.2500422427871698,0.1500211213935849,0.2133914989027982,54815,6395,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,21300.0,call,24000.0,2734.8176478388264,2691.225916918003,2761.848723793141,2726.537320355572,0.2069645717072913,113018,16077,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,21300.0,put,24000.0,0.1096561063707912,0.05,0.2518082548312856,0.1509041274156428,0.2069645717072913,56787,6955,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,21850.0,call,24000.0,2171.951072644003,2153.239200450219,2201.308918488444,2177.2740594693314,0.2014257827883725,45562,3194,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,21850.0,put,24000.0,0.1123214541001972,0.05,0.3033580889937042,0.1766790444968521,0.2014257827883725,99063,4040,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,22400.0,call,24000.0,1631.7982274585831,1613.951319094187,1643.839810972051,1628.895565033119,0.1967131853599645,83961,2214,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,22400.0,put,24000.0,1.0699161938299862,0.7396743731826234,1.2396743731826234,0.9896743731826234,0.1967131853599645,106164,20640,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,22900.0,call,24000.0,1137.5625414101337,1128.895223634879,1145.999632521393,1137.447428078136,0.1930982397655399,6845,459,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,22900.0,put,24000.0,8.81722943458148,8.668638073113584,9.168638073113584,8.918638073113584,0.1930982397655399,47544,15937,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,23450.0,call,24000.0,641.1104563128793,634.834489891054,642.1628586281337,638.4986742595938,0.189809829656594,31141,1368,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,23450.0,put,24000.0,59.35452823896815,58.9444749222522,59.624915027700695,59.284694974976446,0.189809829656594,6257,3332,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,24000.0,call,24000.0,263.34123832130143,262.23212495969074,264.338407087881,263.2852660237859,0.187195889237461,37570,21450,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,24000.0,put,24000.0,233.23951744184689,232.45255306973536,234.3196418494119,233.38609745957365,0.187195889237461,104545,8101,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,24550.0,call,24000.0,70.34328167013098,69.91242308431086,70.71390198207243,70.31316253319164,0.1852124491738969,18643,190,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,24550.0,put,24000.0,591.1871749417545,586.3677327696172,593.0898766091519,589.7288046893846,0.1852124491738969,1508,21949,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,25100.0,call,24000.0,11.137410008886578,10.852974487397889,11.352974487397889,11.102974487397889,0.183819050464646,63418,377,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,25100.0,put,24000.0,1075.8449997823045,1071.884718234715,1087.782136493262,1079.8334273639884,0.183819050464646,1610,4386,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,25600.0,call,24000.0,1.2999931131875844,1.020090703526023,1.520090703526023,1.270090703526023,0.1830329085145475,24310,16033,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,25600.0,put,24000.0,1566.2743760436535,1555.5037352381946,1583.251553231869,1569.3776442350318,0.1830329085145475,72794,21311,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,26150.0,call,24000.0,0.1077561329905981,0.05,0.3185704601400978,0.1842852300700489,0.1826648173251855,88906,22513,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,26150.0,put,24000.0,2119.143913535772,2095.395653669286,2139.5862157548036,2117.4909347120447,0.1826648173251855,96365,10014,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,26700.0,call,24000.0,0.05,0.05,0.252200657935818,0.15110032896790898,0.1827860153166909,86739,8432,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,26700.0,put,24000.0,2684.4620013132662,2634.749889754821,2698.7288615056677,2666.7393756302445,0.1827860153166909,109795,10124,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,27250.0,call,24000.0,0.05,0.05,0.2500447884057444,0.1500223942028722,0.1833668269607375,51712,17875,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,27250.0,put,24000.0,3208.2042236051366,3172.5550013584366,3259.549059603792,3216.0520304811143,0.1833668269607375,26763,7836,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,27800.0,call,24000.0,0.05,0.05,0.2500006262466219,0.15000031312331094,0.1843797405564235,15731,23730,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,27800.0,put,24000.0,3759.9760304771658,3708.7971904040896,3821.936403674641,3765.3667970393653,0.1843797405564235,79962,19529,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,28300.0,call,24000.0,0.05,0.05,0.2500000100354923,0.15000000501774616,0.1856540094236405,71361,22837,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,28300.0,put,24000.0,4258.79195976118,4194.970136295424,4334.517657860704,4264.743897078064,0.1856540094236405,50268,4184,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-09,19700.0,call,24000.0,4340.397380496295,4267.25948093116,4430.8503966693925,4349.054938800276,0.2313594044509286,25800,7209,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-09,19700.0,put,24000.0,0.05,0.05,0.2510450905781818,0.1505225452890909,0.2313594044509286,32067,24011,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-09,20200.0,call,24000.0,3841.9309248839018,3785.128728099246,3915.4834743462866,3850.3061012227663,0.223755158489812,94436,21460,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-09,20200.0,put,24000.0,0.05,0.05,0.257184830077063,0.1535924150385315,0.223755158489812,93002,6495,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-09,20750.0,call,24000.0,3297.7191662818905,3252.486462904133,3350.9641764433036,3301.7253196737183,0.2163721338182892,98392,16366,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-09,20750.0,put,24000.0,0.05,0.05,0.306878329740031,0.1784391648700155,0.2163721338182892,73369,19235,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-09,21300.0,call,24000.0,2763.9755408699775,2717.781843949315,2789.1015280707416,2753.441686010028,0.2099452066227822,72694,22690,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
NIFTY,2026-06-09,21300.0,put,24000.0,0.2651262323485999,0.1537197147678668,0.6537197147678668,0.40371971476786683,0.2099452066227822,111156,14074,2026-05-26 15:30:00,0.03561643835616438,synthetic_indian_market_not_live
