symbol,expiry,strike,option_type,underlying_price,last_price,bid,ask,mid_price,implied_volatility,open_interest,volume,timestamp,maturity,source
NIFTY,2026-06-02,19700.0,call,24000.0,4304.676121137526,4243.207802458161,4405.876665969659,4324.54223421391,0.22837876953543762,53237,245,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,19700.0,put,24000.0,0.05,0.05,0.2500000174515565,0.15000000872577823,0.22837876953543762,93512,22583,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,20200.0,call,24000.0,3828.57846900466,3760.4133434931505,3889.916925111414,3825.1651343022822,0.22077452357432104,26222,11455,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,20200.0,put,24000.0,0.05,0.05,0.25000076073289945,0.15000038036644972,0.22077452357432104,4672,4567,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,20750.0,call,24000.0,3261.3445963971626,3226.9973832720016,3324.703346855863,3275.8503650639323,0.21339149890279824,52528,4177,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,20750.0,put,24000.0,0.06859683802346904,0.05,0.25004224278716985,0.15002112139358492,0.21339149890279824,114029,3783,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,21300.0,call,24000.0,2750.4982211040683,2691.225916918003,2761.848723793141,2726.537320355572,0.2069645717072913,14310,4362,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,21300.0,put,24000.0,0.12071140101657712,0.05,0.2518082548312856,0.1509041274156428,0.2069645717072913,44450,16790,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,21850.0,call,24000.0,2172.5568854774565,2153.239200450219,2201.308918488444,2177.2740594693314,0.20142578278837253,6243,11207,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,21850.0,put,24000.0,0.05,0.05,0.3033580889937042,0.1766790444968521,0.20142578278837253,89229,23085,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,22400.0,call,24000.0,1629.5923181738287,1613.951319094187,1643.839810972051,1628.895565033119,0.1967131853599645,4996,20277,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,22400.0,put,24000.0,0.9608493515218671,0.7396743731826234,1.2396743731826234,0.9896743731826234,0.1967131853599645,34558,19179,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
NIFTY,2026-06-02,22900.0,call,24000.0,1138.5510064132034,1128.895223634879,1145.999632521393,1137.447428078136,0.19309823976553991,85492,3522,2026-05-26 15:30:00,0.01643835616438356,synthetic_indian_market_not_live
